PLAYER_NAME,TEAM_NAME,total_poss,iso_freq,iso_ppp,iso_total_poss,tr_freq,tr_ppp,tr_total_poss,prb_freq,prb_ppp,prb_total_poss,prr_freq,prr_ppp,prr_total_poss,pu_freq,pu_ppp,pu_total_poss,su_freq,su_ppp,su_total_poss,ho_freq,ho_ppp,ho_total_poss,cut_freq,cut_ppp,cut_total_poss,os_freq,os_ppp,os_total_poss,putback_freq,putback_ppp,putback_total_poss,misc_freq,misc_ppp,misc_total_poss
Steven Adams,Oklahoma City Thunder,608,0,0,0,0.07,1.357,0.5,0,0,0,0.247,1.122,1.9,0.073,0.886,0.6,0,0,0,0,0,0,0.294,1.29,2.2,0,0,0,0.195,0.957,1.5,0.117,0.443,0.9
T.J. McConnell,Philadelphia 76ers,623.7,0.069,0.884,0.5,0.131,0.756,1,0.46,0.808,3.5,0,0,0,0,0,0,0.125,0.923,1,0.074,0.761,0.6,0.026,1.125,0.2,0.03,0.842,0.2,0.021,0.615,0.2,0.064,0.3,0.5
T.J. Warren,Phoenix Suns,493.5,0.042,0.857,0.4,0.235,1.085,2.5,0.103,0.865,1.1,0,0,0,0,0,0,0.223,1.116,2.4,0.044,0.364,0.5,0.091,1.239,1,0.109,1.273,1.2,0.089,1,1,0.042,0.619,0.4
Taj Gibson,Chicago Bulls,642.4,0.017,1.364,0.2,0.045,1.069,0.4,0,0,0,0.12,0.883,1.1,0.243,0.891,2.1,0.058,1.189,0.5,0,0,0,0.261,1.066,2.3,0,0,0,0.186,1.05,1.6,0.064,0.537,0.6
Tarik Black,Los Angeles Lakers,136,0,0,0,0,0,0,0,0,0,0.289,1,1.1,0.101,0.733,0.4,0,0,0,0,0,0,0.168,1.4,0.6,0,0,0,0.201,0.9,0.8,0.121,0.222,0.5
Tayshaun Prince,Minnesota Timberwolves,246.4,0,0,0,0.135,1.167,0.5,0.079,0.667,0.3,0.038,0.4,0.1,0.079,0.762,0.3,0.436,0.828,1.5,0,0,0,0.086,0.957,0.3,0,0,0,0,0,0,0.053,0.5,0.2
Terrence Jones,Houston Rockets,450,0.058,0.63,0.5,0.167,1.192,1.6,0,0,0,0.12,1.107,1.1,0.079,0.784,0.7,0.233,0.89,2.2,0,0,0,0.148,1.072,1.4,0,0,0,0.088,0.951,0.8,0.079,0.405,0.7
Terrence Ross,Toronto Raptors,686.2,0.06,0.738,0.6,0.138,1.292,1.3,0.118,0.768,1.1,0,0,0,0,0,0,0.343,1.126,3.3,0.055,0.737,0.5,0,0,0,0.237,1.024,2.3,0,0,0,0.027,0.789,0.3
Thabo Sefolosha,Atlanta Hawks,480,0,0,0,0.259,1.04,1.7,0.091,0.75,0.6,0,0,0,0,0,0,0.292,1.014,1.9,0.039,1.211,0.3,0.137,1.273,0.9,0.033,1.313,0.2,0.043,0.905,0.3,0.072,0.629,0.5
Thaddeus Young,Brooklyn Nets,1168,0.084,0.806,1.3,0.161,0.942,2.6,0.021,1,0.3,0.181,1.042,2.9,0.159,0.925,2.6,0.093,0.734,1.5,0,0,0,0.159,1.091,2.6,0.012,0.929,0.2,0.088,0.913,1.4,0.038,0.6,0.6
Thomas Robinson,Brooklyn Nets,397.6,0.067,0.444,0.4,0.092,1.135,0.5,0,0,0,0.263,0.774,1.5,0.05,0.3,0.3,0.06,0.458,0.3,0,0,0,0.119,1.042,0.7,0,0,0,0.246,0.99,1.4,0.092,0.108,0.5
Tiago Splitter,Atlanta Hawks,190.8,0,0,0,0.05,1.7,0.3,0,0,0,0.159,0.75,0.9,0.134,0.889,0.8,0,0,0,0,0,0,0.383,1.273,2.1,0,0,0,0.149,1.033,0.8,0.07,0.071,0.4
Tim Duncan,San Antonio Spurs,567.3,0,0,0,0.045,1.038,0.4,0,0,0,0.242,0.965,2.3,0.259,0.861,2.5,0.053,0.839,0.5,0,0,0,0.18,1.105,1.7,0,0,0,0.082,1.375,0.8,0.113,0.242,1.1
Tim Frazier,New Orleans Pelicans,209.6,0.134,0.935,1.9,0.172,0.85,2.5,0.448,0.837,6.5,0,0,0,0,0,0,0.108,0.84,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.5,0.6
Tim Hardaway Jr.,Atlanta Hawks,290.7,0,0,0,0.269,1.205,1.6,0.084,0.538,0.5,0,0,0,0,0,0,0.356,0.955,2.2,0.074,0.913,0.5,0,0,0,0.12,0.946,0.7,0,0,0,0.039,1.25,0.2
Timofey Mozgov,Cleveland Cavaliers,456,0,0,0,0.072,1.206,0.4,0,0,0,0.168,1.215,1,0.18,0.741,1.1,0.1,0.574,0.6,0,0,0,0.323,1.309,2,0,0,0,0.087,1.024,0.5,0.064,0.067,0.4
Tobias Harris,Orlando Magic,694.3,0.075,0.804,1,0.174,1.212,2.4,0.169,0.986,2.6,0.108,1.111,1.7,0.084,0.825,1.2,0.215,0.89,3,0.031,0.381,0.4,0.096,1.354,1.3,0.05,0.971,0.7,0.078,1.132,1.1,0.049,0.606,0.7
Toney Douglas,New Orleans Pelicans,542.9,0.069,0.737,0.6,0.173,1.208,1.6,0.372,0.791,3.4,0,0,0,0,0,0,0.195,1.176,1.8,0.074,0.951,0.7,0.031,1.294,0.3,0,0,0,0,0,0,0.06,0.636,0.5
Tony Allen,Memphis Grizzlies,582.4,0.047,0.929,0.4,0.236,1.077,2.2,0.052,0.968,0.5,0,0,0,0.025,0.6,0.2,0.233,0.75,2.2,0.03,0.5,0.3,0.173,0.962,1.6,0,0,0,0.11,0.803,1,0.073,0.75,0.7
Tony Parker,San Antonio Spurs,907.2,0.055,0.667,0.7,0.125,1.026,1.6,0.51,0.925,6.5,0,0,0,0,0,0,0.12,1.018,1.5,0.048,0.75,0.6,0.027,1.64,0.3,0.07,0.797,0.9,0,0,0,0.041,0.737,0.5
Tony Snell,Chicago Bulls,416,0.071,0.828,0.5,0.167,1.015,1.1,0.17,0.58,1.1,0,0,0,0,0,0,0.335,0.875,2.1,0.099,0.775,0.6,0.039,1,0.3,0.03,1.417,0.2,0.027,1.273,0.2,0.057,0.348,0.4
Tony Wroten,Philadelphia 76ers,97.6,0.125,0.5,1.8,0.25,0.714,3.5,0.33,0.405,4.6,0,0,0,0,0,0,0.161,0.667,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevor Ariza,Houston Rockets,1044.9,0.038,0.75,0.5,0.24,1.312,3.1,0.071,0.635,0.9,0.013,0.857,0.2,0,0,0,0.403,0.893,5.2,0.039,1.073,0.5,0.035,1.278,0.4,0.084,1.023,1.1,0.031,0.813,0.4,0.043,0.533,0.6
Trevor Booker,Utah Jazz,513.5,0.019,0.2,0.1,0.129,1.09,0.8,0,0,0,0.161,0.976,1.1,0.033,0.765,0.2,0.169,0.716,1.1,0,0,0,0.182,1.147,1.2,0,0,0,0.194,0.95,1.3,0.102,0.415,0.7
Trey Burke,Utah Jazz,736,0.068,0.902,0.8,0.122,0.967,1.4,0.347,0.842,4,0,0,0,0,0,0,0.241,0.989,2.8,0.134,0.84,1.6,0,0,0,0.033,1.24,0.4,0,0,0,0.04,0.367,0.5
Trey Lyles,Utah Jazz,536,0.041,0.909,0.3,0.096,1.077,0.7,0,0,0,0.158,0.906,1.1,0.022,0.917,0.2,0.432,0.927,2.9,0,0,0,0.108,1.052,0.7,0.02,0.455,0.1,0.058,0.903,0.4,0.041,0.227,0.3
Tristan Thompson,Cleveland Cavaliers,582.2,0,0,0,0.073,1.419,0.5,0,0,0,0.21,1.29,1.5,0.058,0.824,0.4,0.025,1.067,0.2,0,0,0,0.283,1.12,2,0,0,0,0.235,1.043,1.7,0.112,0.667,0.8
Troy Daniels,Charlotte Hornets,206.4,0,0,0,0.098,1.429,0.5,0.084,0.278,0.4,0,0,0,0,0,0,0.372,1.475,1.9,0.102,1,0.5,0,0,0,0.242,0.962,1.2,0,0,0,0.051,0.455,0.3
Ty Lawson,Houston Rockets,392.2,0.079,0.625,0.6,0.212,0.977,1.6,0.328,0.654,2.5,0,0,0,0,0,0,0.251,0.922,1.9,0.037,0.733,0.3,0,0,0,0,0,0,0,0,0,0.064,0.154,0.5
Tyler Ennis,Milwaukee Bucks,239.2,0.069,0.882,0.4,0.15,0.865,0.8,0.401,0.788,2.2,0,0,0,0,0,0,0.198,0.98,1.1,0.049,0.75,0.3,0,0,0,0,0,0,0,0,0,0.073,0.5,0.4
Tyler Johnson,Miami Heat,313.2,0.05,1,0.4,0.114,0.778,1,0.278,0.932,2.4,0,0,0,0,0,0,0.268,1.035,2.4,0.095,1.233,0.8,0.038,1.833,0.3,0.044,1.5,0.4,0.035,1.091,0.3,0.079,0.32,0.7
Tyler Zeller,Boston Celtics,384,0,0,0,0.104,1.3,0.7,0,0,0,0.345,0.955,2.2,0.063,0.917,0.4,0.097,0.73,0.6,0,0,0,0.167,1.141,1.1,0.029,0.727,0.2,0.107,0.927,0.7,0.084,0.563,0.5
Tyreke Evans,New Orleans Pelicans,412.5,0.174,0.77,3,0.146,1.065,2.5,0.39,0.843,6.6,0,0,0,0,0,0,0.113,1.229,1.9,0.068,0.655,1.2,0,0,0,0,0,0,0.023,1,0.4,0.054,0.435,0.9
Tyson Chandler,Phoenix Suns,481.8,0,0,0,0.05,1.375,0.4,0,0,0,0.18,1.138,1.3,0.083,0.85,0.6,0.041,0.4,0.3,0,0,0,0.267,1.14,2,0,0,0,0.215,1.26,1.6,0.151,0.178,1.1
Tyus Jones,Minnesota Timberwolves,181.3,0.079,1.125,0.4,0.173,0.914,0.9,0.406,0.537,2.2,0,0,0,0,0,0,0.183,0.649,1,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0.6,0.4
Victor Oladipo,Orlando Magic,1216.8,0.073,0.955,1.2,0.179,1.091,3,0.325,0.804,5.5,0,0,0,0,0,0,0.175,1.019,3,0.086,0.802,1.5,0.046,1.368,0.8,0.046,0.982,0.8,0.019,1,0.3,0.047,0.552,0.8
Vince Carter,Memphis Grizzlies,408,0.049,0.3,0.3,0.095,0.769,0.7,0.163,0.821,1.1,0,0,0,0.083,0.735,0.6,0.283,1.155,1.9,0.078,0.688,0.5,0.041,1.412,0.3,0.08,1.273,0.6,0.049,0.85,0.3,0.068,1,0.5
Wayne Ellington,Brooklyn Nets,615.6,0.024,0.867,0.2,0.16,1.059,1.3,0.178,0.75,1.5,0,0,0,0,0,0,0.319,1.06,2.6,0.071,0.689,0.6,0.041,1.385,0.3,0.148,0.806,1.2,0.016,1.1,0.1,0.04,0.2,0.3
Wesley Johnson,LA Clippers,576,0.019,0.909,0.1,0.207,1.165,1.5,0.021,0.75,0.2,0.058,0.912,0.4,0,0,0,0.415,0.951,3,0.085,0.72,0.6,0.055,1.531,0.4,0.06,0.657,0.4,0.022,0.692,0.2,0.053,0.226,0.4
Wesley Matthews,Dallas Mavericks,990.6,0.058,0.93,0.7,0.109,1.111,1.4,0.092,0.736,1.2,0.013,0.692,0.2,0.099,0.898,1.3,0.362,1.115,4.6,0.066,0.723,0.8,0.027,0.852,0.3,0.119,0.949,1.5,0.011,1.091,0.1,0.044,0.909,0.6
Will Barton,Denver Nuggets,1221.8,0.074,0.703,1.1,0.223,1.114,3.3,0.24,0.891,3.6,0,0,0,0.008,0.2,0.1,0.226,0.968,3.4,0.07,0.756,1,0.04,1.367,0.6,0.032,1,0.5,0.033,1.025,0.5,0.054,0.773,0.8
Willie Cauley-Stein,Sacramento Kings,448.8,0.029,1,0.2,0.182,1.272,1.2,0,0,0,0.142,1.143,1,0.056,0.52,0.4,0.045,0.6,0.3,0,0,0,0.286,1.197,1.9,0,0,0,0.189,0.952,1.3,0.068,0.533,0.5
Willie Reed,Brooklyn Nets,152.1,0,0,0,0,0,0,0,0,0,0.253,1.182,1.1,0.086,0.8,0.4,0,0,0,0,0,0,0.31,1.185,1.4,0,0,0,0.224,1.077,1,0,0,0
Xavier Munford,Memphis Grizzlies,75.6,0,0,0,0.175,0.647,1.2,0.392,0.763,2.7,0,0,0,0,0,0,0.216,1.143,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach LaVine,Minnesota Timberwolves,1189,0.082,0.918,1.2,0.215,1.218,3.1,0.291,0.718,4.2,0,0,0,0,0,0,0.141,1.155,2,0.107,1.008,1.6,0.019,1.174,0.3,0.073,0.874,1.1,0.014,1.824,0.2,0.054,0.516,0.8
Zach Randolph,Memphis Grizzlies,1101.6,0.158,0.886,2.6,0.031,1.176,0.5,0,0,0,0.097,0.963,1.6,0.362,0.845,5.9,0.1,0.847,1.6,0,0,0,0.062,1.333,1,0.013,1.071,0.2,0.117,1.178,1.9,0.054,0.567,0.9
Zaza Pachulia,Dallas Mavericks,714.4,0.056,1.025,0.5,0.041,1.172,0.4,0,0,0,0.179,0.969,1.7,0.042,0.867,0.4,0.091,0.738,0.9,0,0,0,0.314,1.031,3,0,0,0,0.151,0.917,1.4,0.116,0.422,1.1
