PLAYER_NAME,TEAM_NAME,total_poss,iso_freq,iso_ppp,iso_total_poss,tr_freq,tr_ppp,tr_total_poss,prb_freq,prb_ppp,prb_total_poss,prr_freq,prr_ppp,prr_total_poss,pu_freq,pu_ppp,pu_total_poss,su_freq,su_ppp,su_total_poss,ho_freq,ho_ppp,ho_total_poss,cut_freq,cut_ppp,cut_total_poss,os_freq,os_ppp,os_total_poss,putback_freq,putback_ppp,putback_total_poss,misc_freq,misc_ppp,misc_total_poss
Ricky Rubio,Minnesota Timberwolves,945,0.029,0.643,0.4,0.17,0.755,2.2,0.385,0.802,4.9,0,0,0,0,0,0,0.261,1.008,3.3,0.038,0.833,0.5,0.024,0.87,0.3,0,0,0,0.018,0.294,0.2,0.066,0.635,0.8
Robert Covington,Philadelphia 76ers,938,0.019,0.444,0.3,0.225,1,3.2,0.043,0.975,0.6,0.012,1.091,0.2,0,0,0,0.358,0.917,5,0.08,0.947,1.1,0.074,1.2,1,0.08,0.64,1.1,0.053,1.02,0.7,0.054,0.412,0.8
Robin Lopez,Chicago Bulls,891,0,0,0,0.029,1.231,0.3,0,0,0,0.269,0.931,3,0.162,0.885,1.8,0.099,0.867,1.1,0.016,1.2,0.2,0.16,1.082,1.8,0,0,0,0.189,0.983,2.1,0.066,0.233,0.7
Rodney Hood,Utah Jazz,772.9,0.114,0.787,1.5,0.105,1.134,1.4,0.269,0.91,3.6,0,0,0,0.032,1.08,0.4,0.258,0.995,3.4,0.094,0.959,1.2,0.022,1.118,0.3,0.078,1,1,0,0,0,0.021,0.563,0.3
Rodney McGruder,Miami Heat,538.2,0.022,0.167,0.2,0.142,1.091,1,0.116,0.492,0.8,0,0,0,0,0,0,0.392,0.93,2.7,0.068,0.757,0.5,0.092,1.12,0.6,0.063,0.706,0.4,0.064,1.514,0.4,0.037,0.6,0.3
Rodney Stuckey,Indiana Pacers,335.4,0.133,0.978,1.2,0.179,0.823,1.6,0.306,0.811,2.7,0,0,0,0,0,0,0.165,0.877,1.5,0.069,0.583,0.6,0.029,1.8,0.3,0,0,0,0,0,0,0.075,0.192,0.7
Ron Baker,New York Knicks,265.2,0.055,0.75,0.3,0.183,1.019,1,0.291,0.56,1.6,0,0,0,0,0,0,0.204,0.864,1.1,0,0,0,0.035,1.5,0.2,0.08,0.565,0.4,0,0,0,0.093,0.259,0.5
Rondae Hollis-Jefferson,Brooklyn Nets,764.4,0.094,1.055,0.9,0.21,0.945,2.1,0.094,0.575,0.9,0.045,0.857,0.4,0.073,0.912,0.7,0.21,0.798,2.1,0.024,0.316,0.2,0.131,1.157,1.3,0.022,0.412,0.2,0.059,0.913,0.6,0.036,0.607,0.4
Roy Hibbert,Charlotte Hornets,197.4,0,0,0,0,0,0,0,0,0,0.085,1.222,0.4,0.272,1.052,1.4,0.117,0.56,0.6,0,0,0,0.221,1.191,1.1,0,0,0,0.127,1.407,0.6,0.122,0.615,0.6
Rudy Gay,Sacramento Kings,570,0.12,0.691,2.3,0.153,1.092,2.9,0.146,0.771,2.8,0.025,0.786,0.5,0.111,1.143,2.1,0.188,1.056,3.6,0.042,1.417,0.8,0.044,1.24,0.8,0.085,0.938,1.6,0.037,1.333,0.7,0.049,0.393,0.9
Rudy Gobert,Utah Jazz,996.3,0.018,0.944,0.2,0.07,1.609,0.9,0,0,0,0.209,1.379,2.5,0.042,0.902,0.5,0.013,0.846,0.2,0,0,0,0.3,1.226,3.7,0,0,0,0.218,1.112,2.7,0.128,0.5,1.6
Russell Westbrook,Oklahoma City Thunder,2721.6,0.19,0.938,6.4,0.202,0.985,6.8,0.355,0.891,11.9,0,0,0,0.072,0.832,2.4,0.047,1.163,1.6,0.029,0.897,1,0.01,1.269,0.3,0.019,0.943,0.7,0.028,1.133,0.9,0.048,0.583,1.6
Ryan Anderson,Houston Rockets,885.6,0.026,1.391,0.3,0.149,1.173,1.8,0.023,0.476,0.3,0.177,1.12,2.2,0.051,0.696,0.6,0.317,1.159,3.9,0.019,0.471,0.2,0.034,1.333,0.4,0.073,1.154,0.9,0.087,1.077,1.1,0.045,0.8,0.6
Salah Mejri,Dallas Mavericks,189.8,0,0,0,0,0,0,0,0,0,0.243,1.44,0.7,0,0,0,0.068,0.643,0.2,0,0,0,0.257,1.094,0.7,0,0,0,0.199,1.073,0.6,0.15,0.323,0.4
Sam Dekker,Houston Rockets,477.4,0,0,0,0.266,1.167,1.7,0,0,0,0.04,0.9,0.3,0,0,0,0.389,0.865,2.5,0,0,0,0.085,1.524,0.5,0.048,0.75,0.3,0.091,1.133,0.6,0.042,0.476,0.3
Sean Kilpatrick,Brooklyn Nets,966,0.061,1.136,0.8,0.173,1.167,2.4,0.272,0.811,3.8,0,0,0,0,0,0,0.267,0.873,3.7,0.071,0.884,1,0.039,1.395,0.5,0.049,0.896,0.7,0.014,1.143,0.2,0.05,0.592,0.7
Semaj Christon,Oklahoma City Thunder,268.8,0.075,0.714,0.3,0.107,0.733,0.5,0.364,0.569,1.6,0,0,0,0,0,0,0.207,0.638,0.9,0,0,0,0.086,1.042,0.4,0,0,0,0,0,0,0.111,0.355,0.5
Serge Ibaka,Orlando Magic,796.8,0.054,1,0.8,0.125,1.317,1.8,0,0,0,0.208,0.958,3,0.197,0.874,2.8,0.193,1.096,2.8,0,0,0,0.079,1.328,1.1,0.033,1.111,0.5,0.082,1.288,1.2,0.048,0.487,0.7
Sergio Rodriguez,Philadelphia 76ers,646,0.054,0.528,0.5,0.123,0.951,1.2,0.467,0.721,4.6,0,0,0,0,0,0,0.207,1.065,2,0.075,0.68,0.7,0,0,0,0,0,0,0,0,0,0.052,0.314,0.5
Seth Curry,Dallas Mavericks,819,0.099,1.085,1.2,0.103,1.282,1.2,0.332,0.993,3.9,0,0,0,0,0,0,0.254,1.133,3,0.05,1.049,0.6,0,0,0,0.091,1.24,1.1,0.012,1.1,0.1,0.051,0.595,0.6
Shabazz Muhammad,Minnesota Timberwolves,725.4,0.046,0.588,0.4,0.232,1.256,2.2,0.023,0.824,0.2,0,0,0,0.14,0.942,1.3,0.287,0.93,2.7,0.022,1.063,0.2,0.115,1.259,1.1,0.019,0.857,0.2,0.074,1.018,0.7,0.034,0.88,0.3
Shaun Livingston,Golden State Warriors,395.2,0.1,0.85,0.5,0.148,1.271,0.8,0.13,0.981,0.7,0,0,0,0.15,0.833,0.8,0.05,0.65,0.3,0.058,0.913,0.3,0.213,1.282,1.1,0.038,0.533,0.2,0,0,0,0.093,0.486,0.5
Shawn Long,Philadelphia 76ers,120.6,0,0,0,0,0,0,0,0,0,0.167,1.478,1.3,0.072,0.7,0.6,0.159,0.955,1.2,0,0,0,0.13,1.333,1,0,0,0,0.261,1.222,2,0.072,0.4,0.6
Shelvin Mack,Utah Jazz,489.5,0.06,0.6,0.5,0.095,1.083,0.9,0.393,0.848,3.6,0,0,0,0,0,0,0.27,0.846,2.5,0.06,0.933,0.5,0.026,1.231,0.2,0.034,1,0.3,0,0,0,0.046,0.348,0.4
Skal Labissiere,Sacramento Kings,287.1,0.069,0.85,0.6,0.069,1.3,0.6,0,0,0,0.135,0.872,1.2,0.218,0.968,1.9,0.135,1.231,1.2,0,0,0,0.138,1.125,1.2,0,0,0,0.131,0.974,1.2,0.087,0.68,0.8
Solomon Hill,New Orleans Pelicans,608,0.064,0.6,0.5,0.25,0.865,1.9,0.113,0.771,0.9,0,0,0,0,0,0,0.398,0.976,3.1,0.021,1.154,0.2,0.05,1.29,0.4,0,0,0,0.032,1.3,0.3,0.043,0.37,0.3
Spencer Dinwiddie,Brooklyn Nets,407.1,0.12,1,0.9,0.131,1.088,1,0.422,0.989,3.1,0,0,0,0,0,0,0.175,1.092,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.568,0.6
Spencer Hawes,Charlotte Hornets,262.5,0,0,0,0.065,0.611,0.5,0,0,0,0.233,1.063,1.8,0.109,0.933,0.9,0.222,0.656,1.7,0,0,0,0.167,1.457,1.3,0,0,0,0.062,1.176,0.5,0.105,0.276,0.8
Stanley Johnson,Detroit Pistons,446.6,0.048,0.682,0.3,0.172,0.759,1,0.266,0.705,1.6,0,0,0,0,0,0,0.342,0.815,2,0.033,0.6,0.2,0,0,0,0.028,0.615,0.2,0.039,0.778,0.2,0.048,0.318,0.3
Stephen Curry,Golden State Warriors,1817,0.074,1.089,1.7,0.217,1.195,5,0.268,0.922,6.1,0.008,1.2,0.2,0,0,0,0.112,1.325,2.6,0.039,1.099,0.9,0.048,1.172,1.1,0.148,1.183,3.4,0.016,1.034,0.4,0.068,0.667,1.6
Steven Adams,Oklahoma City Thunder,912,0,0,0,0.082,1.56,0.9,0,0,0,0.24,1.086,2.8,0.232,0.831,2.7,0,0,0,0,0,0,0.179,1.152,2,0,0,0,0.176,0.938,2,0.09,0.361,1
T.J. McConnell,Philadelphia 76ers,696.6,0.042,1,0.4,0.172,0.623,1.5,0.461,0.82,4,0,0,0,0,0,0,0.111,0.734,1,0.08,0.877,0.7,0.051,1.139,0.4,0,0,0,0.017,1,0.1,0.062,0.455,0.5
T.J. Warren,Phoenix Suns,924.6,0.07,0.727,1,0.214,1.249,3,0.151,0.852,2.1,0,0,0,0,0,0,0.193,0.878,2.7,0.031,0.655,0.4,0.082,1.429,1.1,0.094,0.989,1.3,0.109,1.186,1.5,0.049,0.587,0.7
Taj Gibson,Chicago Bulls,638,0.043,0.786,0.5,0.061,1.475,0.7,0,0,0,0.167,0.945,2,0.237,0.962,2.8,0.113,0.743,1.3,0,0,0,0.169,1.189,2,0,0,0,0.117,1.052,1.4,0.079,0.481,0.9
Tarik Black,Los Angeles Lakers,381.9,0,0,0,0.065,1.308,0.4,0,0,0,0.219,1.057,1.3,0.151,0.85,0.9,0,0,0,0,0,0,0.244,0.938,1.4,0,0,0,0.221,1.057,1.3,0.07,0.321,0.4
Taurean Prince,Atlanta Hawks,377.6,0.034,0.385,0.2,0.205,0.962,1.3,0.114,0.659,0.7,0,0,0,0,0,0,0.376,0.917,2.5,0.075,0.552,0.5,0.028,1.455,0.2,0.08,1.032,0.5,0.034,1.385,0.2,0.049,0.579,0.3
Terrence Jones,New Orleans Pelicans,596.7,0.082,0.66,1,0.143,1.287,1.7,0,0,0,0.15,0.967,1.8,0.105,0.844,1.3,0.242,0.864,2.9,0,0,0,0.125,1.237,1.5,0,0,0,0.076,1.022,0.9,0.051,0.548,0.6
Terrence Ross,Toronto Raptors,547.2,0.06,1.094,0.6,0.175,1.194,1.7,0.167,1.157,1.6,0,0,0,0,0,0,0.348,1.059,3.4,0.163,1,2.1,0,0,0,0.162,0.907,1.6,0,0,0,0.034,0.667,0.3
Terry Rozier,Boston Celtics,488.4,0.076,0.919,0.5,0.182,0.989,1.2,0.229,0.793,1.5,0,0,0,0,0,0,0.258,0.848,1.7,0.072,0.857,0.5,0.033,1.438,0.2,0.062,0.867,0.4,0.033,0.438,0.2,0.054,0.346,0.4
Thabo Sefolosha,Atlanta Hawks,489.8,0.029,0.714,0.2,0.192,0.989,1.5,0.108,0.698,0.9,0,0,0,0.025,0.583,0.2,0.313,0.922,2.5,0.061,0.967,0.5,0.117,1.123,0.9,0.057,0.786,0.5,0.049,0.583,0.4,0.037,1.167,0.3
Thomas Robinson,Los Angeles Lakers,259.2,0.107,0.897,0.6,0.137,1.297,0.8,0,0,0,0.148,1,0.8,0.041,0.182,0.2,0.114,0.677,0.6,0,0,0,0.125,0.853,0.7,0,0,0,0.192,1.135,1.1,0.114,0.387,0.6
Tim Frazier,New Orleans Pelicans,546,0.096,0.87,0.8,0.159,0.955,1.4,0.433,0.774,3.7,0,0,0,0,0,0,0.153,0.942,1.3,0.03,0.471,0.3,0.03,1.059,0.3,0,0,0,0,0,0,0.073,0.561,0.6
Tim Hardaway Jr.,Atlanta Hawks,1106,0.049,0.981,0.7,0.207,1.166,2.9,0.191,0.825,2.7,0,0,0,0,0,0,0.24,1.151,3.4,0.079,0.793,1.1,0.047,1.462,0.7,0.115,0.937,1.6,0.024,1.231,0.3,0.046,0.608,0.6
Timofey Mozgov,Los Angeles Lakers,440,0.023,0.9,0.2,0.071,1.419,0.6,0,0,0,0.147,1.016,1.2,0.204,0.618,1.6,0.085,0.892,0.7,0,0,0,0.213,1.065,1.7,0.05,1.182,0.4,0.101,1.227,0.8,0.099,0.349,0.8
Timothe Luwawu-Cabarrot,Philadelphia 76ers,483,0.035,0.824,0.2,0.209,1.088,1.5,0.084,0.488,0.6,0,0,0,0,0,0,0.355,0.942,2.5,0.094,0.761,0.7,0.08,1.256,0.6,0.08,0.923,0.6,0,0,0,0.039,0.316,0.3
Tobias Harris,Detroit Pistons,1262.8,0.133,0.904,2,0.137,1.298,2.1,0.106,0.985,1.6,0.104,0.885,1.6,0.091,1.026,1.4,0.281,1.068,4.3,0.023,0.828,0.4,0.03,1.579,0.5,0.04,0.72,0.6,0.031,1.154,0.5,0.023,0.931,0.4
Tomas Satoransky,Washington Wizards,182.4,0.061,1.5,0.2,0.147,0.897,0.5,0.259,0.588,0.9,0,0,0,0,0,0,0.223,0.818,0.8,0,0,0,0.081,1.25,0.3,0.051,0.9,0.2,0,0,0,0.091,0.222,0.3
Toney Douglas,Memphis Grizzlies,136.8,0.073,0.182,0.5,0.12,1,0.8,0.327,0.857,2,0,0,0,0,0,0,0.2,0.633,1.3,0.073,0.909,0.5,0,0,0,0,0,0,0,0,0,0.093,0.357,0.6
Tony Allen,Memphis Grizzlies,745.5,0.053,0.675,0.6,0.194,0.986,2.1,0.061,0.739,0.6,0,0,0,0.028,0.762,0.3,0.187,0.816,2,0,0,0,0.224,0.947,2.4,0.013,0.6,0.1,0.159,0.942,1.7,0.064,0.479,0.7
Tony Parker,San Antonio Spurs,686.7,0.065,0.717,0.7,0.147,0.962,1.7,0.449,0.912,5,0,0,0,0,0,0,0.171,0.975,1.9,0.073,0.635,0.8,0,0,0,0.039,1,0.4,0,0,0,0.038,0.778,0.4
Tony Snell,Milwaukee Bucks,616,0.021,0.692,0.2,0.211,1.177,1.6,0.068,0.571,0.5,0,0,0,0,0,0,0.399,1.167,3.1,0.131,1.222,1,0.041,1.4,0.3,0.058,0.917,0.5,0.019,1.083,0.2,0.041,0.88,0.3
Trevor Ariza,Houston Rockets,944,0.039,0.778,0.5,0.278,1.136,3.2,0.051,0.574,0.6,0.016,1.133,0.2,0,0,0,0.402,1.035,4.7,0.025,1.043,0.3,0.033,1.387,0.4,0.067,0.855,0.8,0.03,0.929,0.4,0.056,0.712,0.7
Trevor Booker,Brooklyn Nets,752.6,0.068,1.019,0.7,0.172,0.985,1.9,0,0,0,0.174,1.015,1.9,0.145,0.874,1.6,0.148,0.699,1.6,0,0,0,0.119,1.099,1.3,0,0,0,0.095,1.014,1,0.06,0.63,0.6
Trey Burke,Washington Wizards,307.8,0.096,0.8,0.5,0.147,0.891,0.8,0.419,0.771,2.3,0,0,0,0,0,0,0.163,1.431,0.9,0.067,0.714,0.4,0,0,0,0.048,1.067,0.3,0,0,0,0.045,0.357,0.2
Trey Lyles,Utah Jazz,546.7,0.028,0.667,0.2,0.078,1.119,0.6,0.039,0.81,0.3,0.139,0.907,1.1,0.054,0.621,0.4,0.442,0.824,3.4,0.022,0.667,0.2,0.039,0.667,0.3,0.054,0.862,0.4,0.056,1.1,0.4,0.048,0.154,0.4
Tristan Thompson,Cleveland Cavaliers,577.2,0,0,0,0.105,1.222,0.8,0,0,0,0.256,1.163,2,0,0,0,0,0,0,0,0,0,0.286,1.14,2.2,0,0,0,0.211,1.024,1.6,0.1,0.45,0.8
Troy Daniels,Memphis Grizzlies,536,0.027,0.733,0.2,0.097,1.463,0.8,0.11,1.262,0.9,0,0,0,0,0,0,0.241,0.978,2,0.133,0.689,1.1,0,0,0,0.315,0.92,2.6,0,0,0,0.052,0.379,0.4
Troy Williams,Memphis Grizzlies,141.6,0,0,0,0.27,1.14,1.8,0.082,0.692,0.5,0,0,0,0,0,0,0.34,0.796,2.3,0,0,0,0.075,0.833,0.5,0,0,0,0,0,0,0.119,0.316,0.8
Ty Lawson,Sacramento Kings,752.1,0.044,1,0.5,0.162,0.926,1.8,0.44,0.896,4.8,0,0,0,0,0,0,0.174,0.969,1.9,0.036,1.074,0.4,0.021,1.25,0.2,0.02,1,0.2,0.023,1.059,0.2,0.079,0.475,0.9
Tyler Ennis,Los Angeles Lakers,149.6,0,0,0,0.154,0.963,1.2,0.503,0.875,4,0,0,0,0,0,0,0.137,1.042,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.069,1.25,0.5
Tyler Johnson,Miami Heat,1007.4,0.039,0.75,0.5,0.161,1.183,2.2,0.276,0.748,3.9,0,0,0,0,0,0,0.211,1.056,2.9,0.121,0.944,1.7,0.053,1.074,0.7,0.069,1.114,1,0.022,1.5,0.3,0.041,0.952,0.6
Tyler Ulis,Phoenix Suns,530.7,0.091,0.8,0.8,0.154,0.964,1.4,0.55,0.794,4.9,0,0,0,0,0,0,0.09,0.939,0.8,0.022,0.667,0.2,0,0,0,0,0,0,0,0,0,0.062,0.382,0.6
Tyler Zeller,Boston Celtics,183.6,0,0,0,0.097,1.211,0.4,0,0,0,0.332,0.877,1.3,0,0,0,0.071,0.714,0.3,0,0,0,0.204,1.25,0.8,0,0,0,0.133,1.038,0.5,0.077,0.2,0.3
Tyreke Evans,New Orleans Pelicans,264.8,0.19,1.294,2.4,0.187,1.111,2.1,0.453,0.893,5,0,0,0,0,0,0,0.184,1.152,2.4,0.042,0.417,0.5,0,0,0,0,0,0,0,0,0,0,0,0
Tyson Chandler,Phoenix Suns,347.8,0,0,0,0.054,1.053,0.4,0,0,0,0.17,1.367,1.3,0,0,0,0,0,0,0,0,0,0.3,1.321,2.3,0,0,0,0.261,1.37,2,0.19,0.358,1.4
Tyus Jones,Minnesota Timberwolves,216,0.059,0.5,0.2,0.197,1.021,0.8,0.311,0.851,1.2,0,0,0,0,0,0,0.282,1.015,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.368,0.3
Victor Oladipo,Oklahoma City Thunder,1098.8,0.042,0.872,0.7,0.233,1.054,3.9,0.298,0.816,4.9,0,0,0,0,0,0,0.214,1,3.6,0.047,0.712,0.8,0.056,1.435,0.9,0.051,1.123,0.9,0.013,0.929,0.2,0.03,0.485,0.5
Vince Carter,Memphis Grizzlies,584,0.04,0.583,0.3,0.076,1.289,0.6,0.155,0.772,1.3,0,0,0,0.071,1.024,0.6,0.336,1.171,2.7,0.079,1.064,0.6,0.029,0.882,0.2,0.11,0.985,0.9,0.037,0.455,0.3,0.064,0.553,0.5
Wade Baldwin IV,Memphis Grizzlies,148.5,0.058,1.3,0.3,0.193,0.727,1,0.339,0.655,1.8,0,0,0,0,0,0,0.14,0.458,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0.391,0.7
Wayne Ellington,Miami Heat,595.2,0.018,0.545,0.2,0.113,1.338,1.1,0.08,0.958,0.8,0,0,0,0,0,0,0.307,1.141,3,0.167,0.97,1.6,0.02,1.167,0.2,0.255,1,2.5,0,0,0,0.023,0.929,0.2
Wayne Selden,Memphis Grizzlies,39.6,0,0,0,0.152,1.4,0.9,0,0,0,0,0,0,0,0,0,0.303,0.75,1.8,0.152,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0
Wesley Johnson,LA Clippers,204,0,0,0,0.125,1.071,0.4,0,0,0,0.103,1.174,0.3,0,0,0,0.487,0.789,1.6,0,0,0,0.063,1.143,0.2,0,0,0,0.054,0.833,0.2,0.076,0.353,0.3
Wesley Matthews,Dallas Mavericks,1029.3,0.113,0.776,1.6,0.097,1.08,1.4,0.123,0.746,1.7,0.014,0.5,0.2,0.082,0.774,1.2,0.305,1.054,4.3,0.052,1.245,0.7,0.019,1.6,0.3,0.147,0.921,2.1,0,0,0,0.042,0.721,0.6
Will Barton,Denver Nuggets,835.7,0.075,1.286,1,0.201,0.976,2.8,0.302,0.843,4.2,0,0,0,0,0,0,0.188,1.013,2.6,0.061,0.902,0.8,0.057,1.375,0.8,0.031,0.846,0.4,0.032,1.111,0.4,0.048,0.625,0.7
Willie Cauley-Stein,Sacramento Kings,615,0.079,0.939,0.7,0.091,1.071,0.7,0,0,0,0.201,1.105,1.7,0.118,0.63,1,0.088,0.963,0.7,0,0,0,0.253,1.186,2.1,0,0,0,0.081,1.12,0.7,0.076,0.468,0.6
Willie Reed,Miami Heat,340.8,0,0,0,0.067,1.333,0.3,0,0,0,0.169,1.133,0.8,0.065,0.783,0.3,0.034,0.667,0.2,0,0,0,0.329,1.128,1.6,0,0,0,0.264,1.128,1.3,0.067,0.25,0.3
Willy Hernangomez,New York Knicks,626.4,0.031,0.895,0.3,0.081,0.96,0.7,0,0,0,0.218,1.163,1.9,0.123,0.671,1.1,0.068,0.786,0.6,0,0,0,0.218,0.948,1.9,0,0,0,0.173,1.159,1.5,0.082,0.471,0.7
Wilson Chandler,Denver Nuggets,1143.1,0.118,0.88,1.9,0.13,1.095,2.1,0.102,1.087,1.6,0.08,0.911,1.3,0.055,1.016,0.9,0.262,0.916,4.2,0.06,1.029,1,0.061,1.609,1,0.047,0.83,0.7,0.05,1.018,0.8,0.035,0.375,0.6
Yogi Ferrell,Dallas Mavericks,410.4,0.076,0.758,0.9,0.116,0.84,1.4,0.461,0.839,5.5,0,0,0,0,0,0,0.185,1.063,2.2,0,0,0,0,0,0,0.053,1.348,0.6,0,0,0,0.069,1.033,0.8
Zach LaVine,Minnesota Timberwolves,836.6,0.092,0.833,1.7,0.2,1.265,3.6,0.222,0.851,4,0,0,0,0,0,0,0.169,1.154,3,0.185,1.032,3.3,0.014,1.417,0.3,0.078,1,1.4,0,0,0,0.027,0.609,0.5
Zach Randolph,Memphis Grizzlies,1138.8,0.132,0.678,2.1,0.037,1.262,0.6,0,0,0,0.116,0.887,1.8,0.323,0.822,5.1,0.112,0.752,1.8,0,0,0,0.069,1.329,1.1,0.015,0.588,0.2,0.133,1.163,2.1,0.05,0.672,0.8
Zaza Pachulia,Golden State Warriors,441,0.031,0.571,0.2,0.091,1.39,0.6,0,0,0,0.114,1.137,0.7,0.127,0.719,0.8,0.071,0.781,0.5,0,0,0,0.312,1.171,2,0,0,0,0.131,0.898,0.8,0.109,0.224,0.7
