PLAYER_NAME,TEAM_NAME,total_poss,iso_freq,iso_ppp,iso_total_poss,tr_freq,tr_ppp,tr_total_poss,prb_freq,prb_ppp,prb_total_poss,prr_freq,prr_ppp,prr_total_poss,pu_freq,pu_ppp,pu_total_poss,su_freq,su_ppp,su_total_poss,ho_freq,ho_ppp,ho_total_poss,cut_freq,cut_ppp,cut_total_poss,os_freq,os_ppp,os_total_poss,putback_freq,putback_ppp,putback_total_poss,misc_freq,misc_ppp,misc_total_poss
Dwight Howard,Atlanta Hawks,976.8,0.011,0.636,0.1,0.046,1.089,0.6,0,0,0,0.101,1.184,1.3,0.28,0.838,3.7,0.028,0.63,0.4,0,0,0,0.21,1.358,2.8,0,0,0,0.219,1.235,2.9,0.104,0.356,1.4
Dwight Powell,Dallas Mavericks,477.4,0.021,0.5,0.1,0.063,1.533,0.4,0,0,0,0.385,1.159,2.4,0,0,0,0.144,0.853,0.9,0,0,0,0.207,1.337,1.3,0.049,0.565,0.3,0.044,1.429,0.3,0.074,0.514,0.5
Dwyane Wade,Chicago Bulls,1206,0.12,0.884,2.4,0.154,1.048,3.1,0.33,0.893,6.7,0,0,0,0.107,0.915,2.2,0.099,0.835,2,0.048,0.672,1,0.031,1.105,0.6,0.039,0.875,0.8,0.03,0.865,0.6,0.036,0.523,0.7
E'Twaun Moore,New Orleans Pelicans,722.7,0.041,0.897,0.4,0.192,1.124,1.9,0.206,0.891,2,0,0,0,0.017,0.917,0.2,0.287,1.024,2.8,0.049,1.143,0.5,0.029,1.19,0.3,0.112,0.7,1.1,0.022,1.5,0.2,0.046,0.636,0.5
Ed Davis,Portland Trail Blazers,202.4,0,0,0,0,0,0,0,0,0,0.247,0.889,1.2,0,0,0,0,0,0,0,0,0,0.283,1.161,1.3,0,0,0,0.251,1.073,1.2,0.137,0.267,0.7
Elfrid Payton,Orlando Magic,1172.6,0.081,0.844,1.2,0.22,1.054,3.2,0.375,0.814,5.4,0,0,0,0,0,0,0.147,0.855,2.1,0.031,0.946,0.5,0.031,0.972,0.4,0.009,1.182,0.1,0.045,1.113,0.6,0.059,0.551,0.8
Emmanuel Mudiay,Denver Nuggets,750.4,0.063,0.894,0.8,0.194,0.807,2.6,0.288,0.727,3.9,0,0,0,0.021,0.875,0.3,0.211,0.835,2.8,0.087,0.862,1.2,0.052,1.051,0.7,0.023,1,0.3,0.02,0.467,0.3,0.04,0.5,0.5
Enes Kanter,Oklahoma City Thunder,986.4,0.038,0.811,0.5,0.08,1.278,1.1,0,0,0,0.188,1.135,2.6,0.3,1.02,4.1,0.068,0.627,0.9,0,0,0,0.1,1.122,1.4,0.015,1.067,0.2,0.17,1.138,2.3,0.042,0.707,0.6
Eric Bledsoe,Phoenix Suns,1445.4,0.094,0.846,2.1,0.198,0.962,4.3,0.456,0.986,10,0,0,0,0.01,0.8,0.2,0.111,1.063,2.4,0.03,0.814,0.7,0.013,1.579,0.3,0.016,0.783,0.3,0.013,1.316,0.3,0.059,0.506,1.3
Eric Gordon,Houston Rockets,1192.5,0.082,1.02,1.3,0.213,1.113,3.4,0.187,0.898,3,0,0,0,0,0,0,0.285,1.02,4.6,0.09,0.926,1.4,0.017,1.4,0.3,0.081,1.082,1.3,0.009,1,0.1,0.029,0.686,0.5
Ersan Ilyasova,Philadelphia 76ers,789.7,0.019,0.6,0.3,0.19,1.3,2.8,0.028,0.182,0.4,0.118,0.699,1.8,0.075,0.881,1.1,0.284,1.013,4.2,0.02,0.688,0.3,0.073,1.397,1.1,0.059,1.191,0.9,0.077,0.869,1.2,0.057,0.533,0.8
Evan Fournier,Orlando Magic,1169.6,0.041,1.021,0.7,0.151,1.128,2.6,0.241,0.923,4.2,0,0,0,0,0,0,0.156,0.995,2.7,0.112,0.939,1.9,0.037,1.386,0.6,0.187,0.977,3.3,0.018,0.81,0.3,0.054,0.578,0.9
Evan Turner,Portland Trail Blazers,695.5,0.122,0.929,1.3,0.129,0.878,1.4,0.263,0.82,2.8,0,0,0,0.092,1.109,1,0.185,0.814,2,0.06,0.786,0.6,0.024,1.059,0.3,0.036,0.36,0.4,0.03,1.333,0.3,0.056,0.308,0.6
Frank Kaminsky,Charlotte Hornets,930,0.042,0.85,0.5,0.054,0.98,0.7,0.011,0.4,0.1,0.216,1.054,2.7,0.12,0.841,1.5,0.344,0.914,4.3,0.012,0.364,0.1,0.075,1.183,0.9,0.047,1,0.6,0.031,1.241,0.4,0.049,0.283,0.6
Garrett Temple,Sacramento Kings,534.6,0.048,0.885,0.4,0.196,1.21,1.6,0.188,0.653,1.5,0,0,0,0,0,0,0.292,0.975,2.4,0.061,0.697,0.5,0.06,1.25,0.5,0.065,0.971,0.5,0.024,0.769,0.2,0.058,0.419,0.5
Gary Harris,Denver Nuggets,769.5,0.029,0.773,0.4,0.187,1.375,2.5,0.124,0.811,1.7,0,0,0,0,0,0,0.248,1.209,3.4,0.143,0.773,1.9,0.122,1.394,1.6,0.079,0.951,1.1,0.031,1.125,0.4,0.036,0.75,0.5
Gary Payton II,Milwaukee Bucks,21,0,0,0,0,0,0,0.324,0.909,1.8,0,0,0,0,0,0,0.294,0.5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Hill,Utah Jazz,749.7,0.078,0.867,1.2,0.084,1.4,1.3,0.422,1.003,6.6,0,0,0,0,0,0,0.193,1.02,3,0.08,1.29,1.3,0.032,1.56,0.5,0.038,1.276,0.6,0,0,0,0.049,0.632,0.8
Georgios Papagiannis,Sacramento Kings,125.4,0,0,0,0,0,0,0,0,0,0.165,1.273,1,0.286,0.684,1.7,0,0,0,0,0,0,0.226,1.2,1.4,0,0,0,0.158,1.429,1,0.098,0.154,0.6
Gerald Green,Boston Celtics,253.8,0.055,0.533,0.3,0.136,0.784,0.8,0.151,0.659,0.9,0,0,0,0,0,0,0.279,0.974,1.6,0.077,1.476,0.4,0.059,1.063,0.3,0.132,1.111,0.8,0.044,1.25,0.3,0,0,0
Gerald Henderson,Philadelphia 76ers,684,0.064,0.841,0.6,0.171,1.12,1.6,0.161,0.745,1.5,0,0,0,0.045,0.903,0.4,0.218,1.02,2.1,0.126,0.965,1.2,0.07,1.167,0.7,0.069,0.809,0.7,0.023,0.938,0.2,0.053,0.861,0.5
Giannis Antetokounmpo,Milwaukee Bucks,1760,0.127,0.773,2.8,0.217,1.281,4.8,0.177,0.811,3.9,0.038,1.433,0.8,0.086,0.934,1.9,0.103,0.951,2.3,0.026,0.826,0.6,0.097,1.5,2.1,0.014,0.6,0.3,0.052,1.228,1.1,0.062,0.664,1.4
Glenn Robinson III,Indiana Pacers,393.3,0,0,0,0.21,1.151,1.2,0.073,0.467,0.4,0,0,0,0,0,0,0.311,1.047,1.8,0.061,1.08,0.4,0.098,1.3,0.6,0.125,1,0.7,0.056,0.913,0.3,0.056,0.609,0.3
Goran Dragic,Miami Heat,1474.6,0.076,1.018,1.5,0.185,1.201,3.8,0.43,0.926,8.7,0.009,0.538,0.2,0,0,0,0.137,0.961,2.8,0.061,0.967,1.2,0.02,1.2,0.4,0.02,0.933,0.4,0.019,0.714,0.4,0.038,0.714,0.8
Gordon Hayward,Utah Jazz,1452.7,0.074,0.824,1.5,0.102,1.38,2.1,0.286,0.981,5.7,0,0,0,0.031,0.848,0.6,0.134,1.143,2.7,0.115,0.899,2.3,0.091,1.436,1.8,0.112,1.122,2.2,0.014,1,0.3,0.036,0.83,0.7
Gorgui Dieng,Minnesota Timberwolves,844.6,0.015,1.077,0.2,0.097,1.159,1,0,0,0,0.187,1.057,1.9,0.074,0.839,0.8,0.234,0.985,2.4,0,0,0,0.19,1.131,2,0,0,0,0.101,0.906,1,0.097,0.39,1
Greg Monroe,Milwaukee Bucks,972,0.06,0.793,0.7,0.075,1.274,0.9,0,0,0,0.115,1.234,1.4,0.306,0.899,3.7,0.058,0.696,0.7,0.01,1.2,0.1,0.181,1.291,2.2,0,0,0,0.114,0.973,1.4,0.071,0.246,0.9
Harrison Barnes,Dallas Mavericks,1524.7,0.245,0.932,4.7,0.058,0.966,1.1,0.04,0.738,0.8,0.082,1.048,1.6,0.178,0.993,3.4,0.148,1.076,2.8,0.008,1.083,0.2,0.042,1.563,0.8,0.145,0.936,2.8,0.019,1.448,0.4,0.034,0.865,0.7
Hassan Whiteside,Miami Heat,1285.9,0.045,0.793,0.8,0.038,1.02,0.6,0,0,0,0.158,1.196,2.6,0.262,0.819,4.4,0.03,0.949,0.5,0,0,0,0.182,1.272,3.1,0,0,0,0.2,1.136,3.4,0.077,0.566,1.3
Hollis Thompson,Philadelphia 76ers,155,0,0,0,0.157,0.679,0.9,0,0,0,0,0,0,0,0,0,0.472,0.952,2.7,0.101,1.111,0.6,0.073,1.692,0.4,0.062,0.909,0.4,0,0,0,0,0,0
Ian Clark,Golden State Warriors,500.5,0.035,0.556,0.2,0.167,1.093,1.1,0.175,0.811,1.2,0,0,0,0,0,0,0.226,1.112,1.5,0.051,1.385,0.3,0.123,1.381,0.8,0.148,1.013,1,0,0,0,0.058,0.433,0.4
Ian Mahinmi,Washington Wizards,167.4,0,0,0,0.067,1.083,0.4,0,0,0,0.2,1.083,1.2,0.122,1.091,0.7,0,0,0,0,0,0,0.239,1.256,1.4,0,0,0,0.15,1.074,0.9,0.144,0.231,0.8
Iman Shumpert,Cleveland Cavaliers,592.8,0.107,0.969,0.9,0.192,1.06,1.5,0.181,0.855,1.4,0,0,0,0,0,0,0.383,0.957,3.1,0.023,0.857,0.2,0,0,0,0.031,0.421,0.3,0,0,0,0.049,0.533,0.4
Isaiah Canaan,Chicago Bulls,196,0.091,0.684,0.5,0.212,1.045,1.1,0.212,0.795,1.1,0,0,0,0,0,0,0.284,1.017,1.5,0.077,0.75,0.4,0,0,0,0.058,0.583,0.3,0,0,0,0,0,0
Isaiah Thomas,Boston Celtics,1938,0.091,1.124,2.3,0.158,1.162,4.1,0.344,1.042,8.8,0,0,0,0,0,0,0.138,1.222,3.6,0.111,1.056,2.8,0.013,0.96,0.3,0.087,1.148,2.2,0.01,1.3,0.3,0.045,0.954,1.1
Isaiah Whitehead,Brooklyn Nets,708.1,0.083,0.466,0.8,0.191,1.03,1.8,0.34,0.584,3.3,0,0,0,0,0,0,0.214,0.98,2.1,0.034,0.75,0.3,0.027,1.158,0.3,0.021,0.667,0.2,0.021,1.133,0.2,0.068,0.5,0.7
Ish Smith,Detroit Pistons,882.9,0.057,0.885,0.6,0.236,0.907,2.6,0.466,0.851,5.2,0,0,0,0,0,0,0.143,0.754,1.6,0.038,1,0.4,0,0,0,0,0,0,0,0,0,0.046,0.381,0.5
Ivica Zubac,Los Angeles Lakers,277.4,0,0,0,0.076,1,0.6,0,0,0,0.277,1.063,2.1,0.145,0.976,1.1,0.038,1.273,0.3,0,0,0,0.249,1.069,1.9,0,0,0,0.104,1,0.8,0.069,0.25,0.5
J.J. Barea,Dallas Mavericks,406,0.091,1.051,1.1,0.061,0.654,0.7,0.602,0.802,7.3,0,0,0,0,0,0,0.124,1.264,1.5,0.042,1,0.5,0,0,0,0,0,0,0,0,0,0.037,0.25,0.5
JJ Redick,LA Clippers,1053,0.009,0,0.1,0.147,1.299,2,0.072,0.896,1,0,0,0,0,0,0,0.189,1.213,2.6,0.19,0.995,2.6,0.015,0.813,0.2,0.318,1.032,4.3,0,0,0,0.048,1.02,0.7
JR Smith,Cleveland Cavaliers,377.2,0.093,0.694,0.9,0.18,1.1,1.7,0.044,0.294,0.4,0.031,0.5,0.3,0,0,0,0.392,0.921,3.7,0.026,0.5,0.2,0,0,0,0.155,1.133,1.5,0,0,0,0.052,0.65,0.5
JaMychal Green,Memphis Grizzlies,662.2,0.033,1,0.3,0.105,1.271,0.9,0,0,0,0.09,0.95,0.8,0.079,0.925,0.7,0.291,1.062,2.5,0,0,0,0.135,1.089,1.2,0.015,0.7,0.1,0.166,1.171,1.4,0.082,0.491,0.7
Jabari Parker,Milwaukee Bucks,999.6,0.103,0.728,2,0.178,1.32,3.5,0.083,0.819,1.6,0.063,0.921,1.2,0.055,1.036,1.1,0.275,0.96,5.4,0.042,0.905,0.8,0.086,1.349,1.7,0.035,0.971,0.7,0.055,1.218,1.1,0.026,0.462,0.5
Jae Crowder,Boston Celtics,907.2,0.02,0.5,0.3,0.166,1.149,2.1,0.054,0.875,0.7,0.022,1.15,0.3,0.034,0.933,0.4,0.368,1.159,4.6,0.065,0.897,0.8,0.074,1.667,0.9,0.105,1.043,1.3,0.029,1.462,0.4,0.063,0.643,0.8
Jahlil Okafor,Philadelphia 76ers,625,0.203,0.969,2.6,0.055,0.829,0.7,0,0,0,0.092,1.034,1.2,0.316,0.855,4,0.06,0.842,0.8,0,0,0,0.114,1.097,1.4,0,0,0,0.089,1.143,1.1,0.055,0.629,0.7
Jakob Poeltl,Toronto Raptors,156.6,0,0,0,0.076,1.077,0.2,0,0,0,0.235,1.075,0.7,0,0,0,0,0,0,0,0,0,0.253,1.14,0.8,0,0,0,0.247,1.095,0.8,0.118,0.05,0.4
Jamal Crawford,LA Clippers,1066,0.253,0.923,3.3,0.114,1.032,1.5,0.293,0.814,3.9,0,0,0,0,0,0,0.189,1.054,2.5,0.059,0.891,0.8,0,0,0,0.026,0.964,0.3,0.011,1.167,0.1,0.047,0.667,0.6
Jamal Murray,Denver Nuggets,877.4,0.059,0.942,0.6,0.17,0.874,1.8,0.259,0.839,2.8,0,0,0,0,0,0,0.184,0.896,2,0.102,1.011,1.1,0.042,1.351,0.5,0.115,0.971,1.2,0.012,0.818,0.1,0.055,0.449,0.6
Jameer Nelson,Denver Nuggets,757.5,0.069,0.808,0.7,0.125,1.158,1.3,0.376,0.779,3.8,0,0,0,0,0,0,0.237,0.978,2.4,0.096,1.096,1,0.03,1.652,0.3,0.013,0.5,0.1,0,0,0,0.049,0.297,0.5
James Ennis III,Memphis Grizzlies,416,0.04,1.059,0.3,0.196,1.214,1.3,0.068,0.828,0.5,0.023,0.7,0.2,0,0,0,0.333,1.056,2.2,0,0,0,0.112,1.208,0.8,0.049,0.571,0.3,0.096,0.902,0.6,0.049,0.286,0.3
James Harden,Houston Rockets,2340.9,0.237,0.973,6.8,0.151,0.926,4.4,0.405,1.014,11.7,0,0,0,0.024,0.818,0.7,0.05,1.198,1.4,0.027,1,0.8,0.01,1.652,0.3,0.023,0.852,0.7,0.013,1.258,0.4,0.059,0.768,1.7
James Johnson,Miami Heat,1026,0.118,0.975,1.6,0.142,1.027,1.9,0.171,0.774,2.3,0.082,1.071,1.1,0.043,0.864,0.6,0.258,0.963,3.5,0.013,1.231,0.2,0.04,1.317,0.5,0.031,1.438,0.4,0.032,0.97,0.4,0.071,0.446,1
Jared Dudley,Phoenix Suns,422.4,0,0,0,0.175,1.038,1.2,0,0,0,0.121,1.278,0.8,0.045,0.8,0.3,0.354,0.943,2.5,0,0,0,0.031,1.214,0.2,0.114,0.863,0.8,0.029,1.538,0.2,0.085,0.237,0.6
Jared Sullinger,Toronto Raptors,19.8,0,0,0,0,0,0,0,0,0,0.364,0.55,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarell Martin,Memphis Grizzlies,189,0.069,0.571,0.3,0.129,1.077,0.6,0,0,0,0.129,0.615,0.6,0,0,0,0.277,0.875,1.3,0,0,0,0.109,1.364,0.5,0,0,0,0.158,0.875,0.8,0.084,0.294,0.4
Jason Smith,Washington Wizards,392.2,0,0,0,0.071,1.414,0.4,0,0,0,0.324,1.167,1.8,0,0,0,0.334,1.074,1.8,0,0,0,0.059,1.125,0.3,0,0,0,0.079,1.031,0.4,0.103,0.143,0.6
Jason Terry,Milwaukee Bucks,266.4,0,0,0,0.199,0.983,0.8,0.113,0.667,0.4,0,0,0,0,0,0,0.419,1.303,1.6,0.052,0.667,0.2,0,0,0,0.096,1.286,0.4,0,0,0,0.045,0.231,0.2
Jaylen Brown,Boston Celtics,546,0.067,0.5,0.5,0.209,1.062,1.4,0.054,0.655,0.4,0,0,0,0.07,0.974,0.5,0.326,0.994,2.3,0.035,0.579,0.2,0.109,1.288,0.8,0.024,0.923,0.2,0.05,1.074,0.3,0.052,0.571,0.4
Jeff Green,Orlando Magic,703.8,0.074,0.904,0.8,0.182,1.172,1.9,0.111,0.628,1.1,0.064,0.911,0.7,0.115,0.79,1.2,0.268,0.884,2.7,0.043,0.9,0.4,0.034,1.458,0.3,0.034,0.833,0.3,0.026,1.111,0.3,0.051,0.389,0.5
Jeff Teague,Indiana Pacers,1295.6,0.149,1.015,2.4,0.162,0.948,2.6,0.412,0.978,6.5,0,0,0,0.008,0.909,0.1,0.111,0.972,1.8,0.032,0.952,0.5,0.012,1.313,0.2,0.032,0.786,0.5,0.014,1,0.2,0.065,0.643,1
Jerami Grant,Oklahoma City Thunder,397.8,0.074,0.903,0.4,0.186,1.128,1,0.045,0.579,0.2,0.06,1.4,0.3,0,0,0,0.372,0.949,2,0.055,0.87,0.3,0.1,1.214,0.5,0,0,0,0.033,0.786,0.2,0.043,0.944,0.2
Jeremy Lamb,Charlotte Hornets,570.4,0.066,1.026,0.6,0.076,1.136,0.7,0.403,0.948,3.8,0,0,0,0,0,0,0.185,0.981,1.7,0.054,1.097,0.5,0.066,1.5,0.6,0.09,1,0.8,0.033,1.526,0.3,0.022,0.308,0.2
Jeremy Lin,Brooklyn Nets,540,0.088,0.917,1.3,0.154,1.071,2.3,0.437,0.879,6.6,0,0,0,0,0,0,0.159,0.908,2.4,0.049,1.148,0.8,0.029,1.375,0.4,0.035,0.947,0.5,0,0,0,0.044,0.792,0.7
Jerian Grant,Chicago Bulls,359.1,0.085,0.844,0.5,0.154,1.172,0.9,0.234,0.784,1.4,0,0,0,0.045,1.118,0.3,0.332,1.128,2,0.045,0.706,0.3,0,0,0,0,0,0,0,0,0,0.059,0.727,0.3
Jerryd Bayless,Philadelphia 76ers,17.1,0,0,0,0,0,0,0.37,0.765,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Butler,Chicago Bulls,1694.8,0.138,0.872,3.1,0.124,1.438,2.8,0.367,0.91,8.2,0.006,1.182,0.1,0.059,1.07,1.3,0.091,1.214,2,0.042,0.972,0.9,0.039,1.318,0.9,0.043,1.151,1,0.036,1.306,0.8,0.055,0.817,1.2
Joakim Noah,New York Knicks,291.4,0.034,0.6,0.2,0.095,0.357,0.6,0,0,0,0.135,0.925,0.9,0,0,0,0.057,0.706,0.4,0,0,0,0.176,1.231,1.1,0,0,0,0.351,0.846,2.2,0.132,0.256,0.8
Jodie Meeks,Orlando Magic,309.6,0,0,0,0.172,1.054,1.6,0.08,0.808,0.7,0,0,0,0,0,0,0.305,1.111,2.8,0.102,1.182,0.9,0,0,0,0.292,0.811,2.6,0,0,0,0,0,0
Joe Harris,Brooklyn Nets,442,0,0,0,0.166,0.849,1.4,0.095,0.81,0.8,0,0,0,0,0,0,0.32,1.121,2.7,0.125,0.909,1.1,0.08,1.229,0.7,0.148,0.908,1.3,0.023,1.3,0.2,0.036,0.5,0.3
Joe Ingles,Utah Jazz,574,0.051,1.2,0.4,0.112,1.303,0.8,0.239,0.759,1.7,0,0,0,0,0,0,0.338,1.146,2.4,0.066,0.692,0.5,0,0,0,0.112,1.03,0.8,0,0,0,0.053,0.484,0.4
Joe Johnson,Utah Jazz,709.8,0.153,0.793,1.4,0.048,1.057,0.4,0.19,0.877,1.8,0.014,0.5,0.1,0.105,0.776,1,0.324,1.149,3,0.048,1.029,0.4,0.015,1.091,0.1,0.057,0.951,0.5,0.021,1.267,0.2,0.025,1,0.2
Joel Embiid,Philadelphia 76ers,654.1,0.083,1.036,1.8,0.102,0.761,2.2,0,0,0,0.15,1.141,3.2,0.322,0.877,6.8,0.099,0.862,2.1,0,0,0,0.064,1.333,1.4,0.021,1.286,0.5,0.058,1,1.2,0.088,0.69,1.9
Joffrey Lauvergne,Oklahoma City Thunder,300,0,0,0,0.09,1.143,0.6,0,0,0,0.248,0.935,1.5,0.145,0.622,0.9,0.216,0.94,1.3,0,0,0,0.113,1.314,0.7,0,0,0,0.084,0.885,0.5,0.077,0.375,0.5
John Henson,Milwaukee Bucks,388.6,0,0,0,0.064,0.769,0.4,0,0,0,0.203,0.928,1.4,0.11,0.933,0.8,0.049,0.35,0.3,0,0,0,0.284,1.129,2,0,0,0,0.157,1.281,1.1,0.098,0.6,0.7
John Wall,Washington Wizards,1965.6,0.165,0.807,4.2,0.224,1.118,5.7,0.402,0.855,10.2,0,0,0,0.014,0.593,0.3,0.091,1.022,2.3,0.012,0.417,0.3,0,0,0,0.01,0.632,0.2,0.017,1.147,0.4,0.062,0.705,1.6
Jon Leuer,Detroit Pistons,765,0.032,0.458,0.3,0.138,1.24,1.4,0.017,0.538,0.2,0.149,0.788,1.5,0.087,1,0.9,0.304,0.861,3.1,0,0,0,0.111,1.548,1.1,0.037,0.75,0.4,0.085,1.359,0.9,0.036,0.667,0.4
Jonas Jerebko,Boston Celtics,296.4,0,0,0,0.103,1.303,0.4,0,0,0,0.072,0.609,0.3,0,0,0,0.508,0.963,2.1,0,0,0,0.097,0.903,0.4,0,0,0,0.069,1.182,0.3,0.075,0.458,0.3
Jonas Valanciunas,Toronto Raptors,904,0.029,1.038,0.3,0.039,1.514,0.4,0,0,0,0.207,1.282,2.4,0.242,0.895,2.8,0.042,0.737,0.5,0,0,0,0.158,1.34,1.8,0,0,0,0.193,0.983,2.2,0.083,0.36,0.9
Jonathan Gibson,Dallas Mavericks,113.9,0,0,0,0.1,1.231,0.8,0.385,0.66,2.9,0,0,0,0,0,0,0.208,1.037,1.6,0,0,0,0,0,0,0.108,1.071,0.8,0,0,0,0.077,0.6,0.6
Jonathon Simmons,San Antonio Spurs,553.8,0.116,0.646,0.8,0.169,1.137,1.2,0.207,0.724,1.5,0,0,0,0,0,0,0.287,0.87,2.1,0.078,0.886,0.6,0.043,1.042,0.3,0.025,0.786,0.2,0,0,0,0.052,0.655,0.4
Jordan Clarkson,Los Angeles Lakers,1295.6,0.104,1.015,1.7,0.152,0.94,2.4,0.359,0.806,5.7,0,0,0,0.011,0.571,0.2,0.134,0.937,2.1,0.084,0.945,1.3,0.031,1.15,0.5,0.066,1.186,1,0.015,1.2,0.2,0.042,0.691,0.7
Jordan Crawford,New Orleans Pelicans,231.8,0.084,0.952,1.1,0.195,1.49,2.6,0.307,0.831,4.1,0,0,0,0,0,0,0.187,1.085,2.5,0.056,1.357,0.7,0,0,0,0.092,0.696,1.2,0,0,0,0,0,0
Jordan McRae,Cleveland Cavaliers,148,0.152,0.667,0.7,0.124,0.818,0.6,0.208,0.486,1,0,0,0,0,0,0,0.275,1.224,1.3,0,0,0,0,0,0,0.073,0.923,0.4,0,0,0,0,0,0
Jose Calderon,Los Angeles Lakers,79.2,0,0,0,0,0,0,0.404,0.619,1.8,0,0,0,0,0,0,0.212,1.091,0.9,0.135,0.857,0.6,0,0,0,0,0,0,0,0,0,0,0,0
Josh McRoberts,Miami Heat,121,0.089,0.308,0.6,0,0,0,0,0,0,0.185,1.037,1.2,0,0,0,0.363,0.736,2.4,0,0,0,0.116,0.765,0.8,0,0,0,0.075,1.545,0.5,0,0,0
Josh Richardson,Miami Heat,588.3,0.045,0.778,0.5,0.139,1.119,1.6,0.246,0.725,2.8,0,0,0,0,0,0,0.334,0.896,3.8,0.107,0.692,1.2,0.021,1.231,0.2,0.053,1.188,0.6,0,0,0,0.035,0.476,0.4
Jrue Holiday,New Orleans Pelicans,1159.1,0.075,1.046,1.3,0.115,0.91,2,0.507,0.813,8.8,0,0,0,0.013,0.667,0.2,0.114,0.924,2,0.059,1.103,1,0.022,1.462,0.4,0.025,0.828,0.4,0.017,0.8,0.3,0.052,0.733,0.9
Juancho Hernangomez,Denver Nuggets,272.8,0,0,0,0.191,1.145,0.9,0,0,0,0,0,0,0,0,0,0.385,1.099,1.8,0.045,0.462,0.2,0.104,1.4,0.5,0.035,1.3,0.2,0.115,0.879,0.5,0.056,0.813,0.3
Julius Randle,Los Angeles Lakers,1073,0.156,0.814,2.3,0.186,1.04,2.7,0.016,0.882,0.2,0.109,1,1.6,0.109,0.692,1.6,0.12,0.814,1.7,0.014,0.733,0.2,0.102,1.11,1.5,0.012,0.692,0.2,0.092,1.242,1.3,0.084,0.533,1.2
Justin Anderson,Dallas Mavericks,348.6,0.115,0.878,0.8,0.115,1.049,0.8,0.067,0.625,0.5,0,0,0,0,0,0,0.368,1.038,2.6,0.083,0.529,0.7,0.118,1.458,1,0.098,1.057,0.7,0.056,1.25,0.4,0.064,0.231,0.5
Justin Hamilton,Brooklyn Nets,435.2,0,0,0,0.104,1.326,0.7,0,0,0,0.21,1.032,1.5,0.054,0.542,0.4,0.33,0.836,2.3,0,0,0,0.106,1.128,0.7,0.023,0.6,0.2,0.093,1.537,0.6,0.059,0.615,0.4
Justin Holiday,New York Knicks,623.2,0.028,0.722,0.2,0.166,0.887,1.3,0.075,0.604,0.6,0,0,0,0,0,0,0.353,1.138,2.7,0.072,1.043,0.6,0.089,1.456,0.7,0.132,0.857,1,0,0,0,0.071,0.511,0.5
Justise Winslow,Miami Heat,259.2,0.083,0.478,1.3,0.174,0.938,2.7,0.221,0.705,3.4,0.058,0.438,0.9,0.051,0.857,0.8,0.239,0.576,3.7,0,0,0,0.051,1.143,0.8,0,0,0,0,0,0,0.054,0.6,0.8
Jusuf Nurkic,Denver Nuggets,482,0,0,0,0.062,1.148,0.6,0,0,0,0.294,0.98,5,0.355,0.714,3.4,0.068,0.609,1.1,0,0,0,0.141,1.098,1.4,0,0,0,0.15,0.892,1.4,0.12,0.346,1.2
KJ McDaniels,Brooklyn Nets,110,0,0,0,0.128,1.412,0.9,0.188,0.76,1.3,0,0,0,0,0,0,0.406,0.926,2.7,0,0,0,0.083,1.364,0.6,0,0,0,0,0,0,0,0,0
Karl-Anthony Towns,Minnesota Timberwolves,1861.4,0.082,0.857,1.9,0.069,1.31,1.6,0,0,0,0.194,1.229,4.4,0.255,1.029,5.8,0.113,0.938,2.6,0,0,0,0.06,1.42,1.4,0.058,1,1.3,0.11,1.325,2.5,0.053,0.596,1.2
Kawhi Leonard,San Antonio Spurs,1687.2,0.126,0.939,2.9,0.126,1.333,2.9,0.247,1.014,5.6,0.007,1.083,0.2,0.081,0.985,1.9,0.187,1.237,4.3,0.063,1.047,1.4,0.028,1.468,0.6,0.076,0.907,1.7,0.022,1.342,0.5,0.037,0.984,0.8
Kelly Olynyk,Boston Celtics,652.5,0.029,0.737,0.3,0.085,1.071,0.7,0,0,0,0.228,1.172,2,0.11,0.986,1,0.242,1.013,2.1,0.021,0.5,0.2,0.091,1.567,0.8,0.05,0.727,0.4,0.051,0.971,0.5,0.085,0.375,0.7
Kelly Oubre Jr.,Washington Wizards,529.3,0.026,0.286,0.2,0.221,1.28,1.5,0.079,0.667,0.5,0,0,0,0,0,0,0.365,0.841,2.5,0.032,1,0.2,0.066,0.914,0.4,0.069,0.919,0.5,0.082,1.045,0.6,0.043,0.391,0.3
Kemba Walker,Charlotte Hornets,1753.8,0.062,0.764,1.4,0.115,1.144,2.6,0.549,0.977,12.2,0,0,0,0,0,0,0.103,1.297,2.3,0.06,1.179,1.3,0.018,1.156,0.4,0.046,1.309,1,0.01,0.882,0.2,0.036,0.688,0.8
Kenneth Faried,Denver Nuggets,530.7,0,0,0,0.114,1.206,1,0,0,0,0.098,1.148,0.9,0.113,0.774,1,0.034,0.632,0.3,0,0,0,0.269,1.176,2.4,0,0,0,0.252,1.094,2.3,0.091,0.72,0.8
